Order_ID;Size;Color;Order;Detail_Divan;Buyer_ID;Order_Date;Finish_Date;order_detail/information;Price;;;;;
1648;180;Coklat;Tipe1;Biasa;3;2020-06-07;2020-06-14;Tipe1 Biasa 180 Coklat;700000;;;;;
1649;180;Coklat;Tipe1;Biasa;3;2020-06-07;2020-06-14;Tipe1 Biasa 180 Coklat;700000;;;;;
1650;180;Coklat;Tipe2;Biasa;3;2020-06-07;2020-06-14;Tipe2 Biasa 180 Coklat;1100000;;;;;
1651;160;Hitam;Tipe1;Laci;3;2020-06-07;2020-06-14;Tipe1 Laci 160 Hitam;1000000;;;;;
1652;180;Abu-Abu;Tipe1;Laci;3;2020-06-07;2020-06-14;Tipe1 Laci 180 Abu-Abu;1000000;;;;;
1653;120;Coklat;Tipe2;Biasa;3;2020-06-07;2020-06-14;Tipe2 Biasa 120 Coklat;1100000;;;;;
1654;140;Pink;Tipe4;Biasa;3;2020-06-07;2020-06-14;Tipe4 Biasa 140 Pink;1300000;;;;;
1655;140;Merah;Tipe4;Biasa;4;2020-06-10;2020-06-17;Tipe4 Biasa 140 Merah;1300000;;;;;
1656;160;Coklat;Tipe3;Biasa;4;2020-06-10;2020-06-17;Tipe3 Biasa 160 Coklat;1200000;;;;;
1657;120;Merah;Tipe2;Biasa;4;2020-06-10;2020-06-17;Tipe2 Biasa 120 Merah;1100000;;;;;
1658;160;Pink;Tipe2;Biasa;4;2020-06-10;2020-06-17;Tipe2 Biasa 160 Pink;1100000;;;;;
1659;140;Abu-Abu;Tipe2;Biasa;4;2020-06-10;2020-06-17;Tipe2 Biasa 140 Abu-Abu;1100000;;;;;
1660;180;Hitam;Tipe1;Laci;4;2020-06-10;2020-06-17;Tipe1 Laci 180 Hitam;1000000;;;;;
1661;160;Merah;Tipe1;Biasa;4;2020-06-10;2020-06-17;Tipe1 Biasa 160 Merah;700000;;;;;
1662;140;Coklat;Tipe1;Biasa;4;2020-06-10;2020-06-17;Tipe1 Biasa 140 Coklat;700000;;;;;
1663;180;Coklat;Tipe1;Biasa;4;2020-06-10;2020-06-17;Tipe1 Biasa 180 Coklat;700000;;;;;
1664;160;Pink;Tipe3;Laci;4;2020-06-10;2020-06-17;Tipe3 Laci 160 Pink;1500000;;;;;
1665;180;Hitam;Tipe1;Biasa;4;2020-06-10;2020-06-17;Tipe1 Biasa 180 Hitam;700000;;;;;
1666;120;Hitam;Tipe1;Biasa;4;2020-06-10;2020-06-17;Tipe1 Biasa 120 Hitam;700000;;;;;
1667;160;Coklat;Tipe4;Biasa;4;2020-06-10;2020-06-17;Tipe4 Biasa 160 Coklat;1300000;;;;;
1668;160;Pink;Tipe2;Biasa;4;2020-06-10;2020-06-17;Tipe2 Biasa 160 Pink;1100000;;;;;
1669;160;Merah;Tipe1;Biasa;4;2020-06-12;2020-06-19;Tipe1 Biasa 160 Merah;700000;;;;;
1670;180;Hitam;Tipe1;Biasa;4;2020-06-12;2020-06-19;Tipe1 Biasa 180 Hitam;700000;;;;;
1671;180;Coklat;Tipe4;Biasa;4;2020-06-12;2020-06-19;Tipe4 Biasa 180 Coklat;1300000;;;;;
1672;160;Coklat;Tipe4;Biasa;4;2020-06-12;2020-06-19;Tipe4 Biasa 160 Coklat;1300000;;;;;
1673;160;Hitam;Tipe2;Laci;4;2020-06-12;2020-06-19;Tipe2 Laci 160 Hitam;1400000;;;;;
1674;160;Hitam;Tipe3;Biasa;4;2020-06-12;2020-06-19;Tipe3 Biasa 160 Hitam;1200000;;;;;
1675;160;Hitam;Tipe2;Biasa;4;2020-06-12;2020-06-19;Tipe2 Biasa 160 Hitam;1100000;;;;;
1676;160;Hitam;Tipe2;Laci;1;2020-06-14;2020-06-21;Tipe2 Laci 160 Hitam;1400000;;;;;
1677;160;Coklat;Tipe1;Biasa;1;2020-06-14;2020-06-21;Tipe1 Biasa 160 Coklat;700000;;;;;
1678;120;Coklat;Tipe1;Biasa;1;2020-06-14;2020-06-21;Tipe1 Biasa 120 Coklat;700000;;;;;
1679;120;Coklat;Tipe4;Biasa;1;2020-06-14;2020-06-21;Tipe4 Biasa 120 Coklat;1300000;;;;;
1680;160;Coklat;Tipe1;Laci;1;2020-06-14;2020-06-21;Tipe1 Laci 160 Coklat;1000000;;;;;
1681;120;Hitam;Tipe2;Biasa;1;2020-06-14;2020-06-21;Tipe2 Biasa 120 Hitam;1100000;;;;;
1682;120;Merah;Tipe3;Biasa;1;2020-06-14;2020-06-21;Tipe3 Biasa 120 Merah;1200000;;;;;
1683;180;Hitam;Tipe2;Biasa;1;2020-06-14;2020-06-21;Tipe2 Biasa 180 Hitam;1100000;;;;;
1684;160;Hitam;Tipe1;Biasa;1;2020-06-14;2020-06-21;Tipe1 Biasa 160 Hitam;700000;;;;;
1685;140;Coklat;Tipe3;Laci;1;2020-06-14;2020-06-21;Tipe3 Laci 140 Coklat;1500000;;;;;
1686;120;Merah;Tipe3;Biasa;1;2020-06-14;2020-06-21;Tipe3 Biasa 120 Merah;1200000;;;;;
1687;120;Hitam;Tipe1;Biasa;1;2020-06-14;2020-06-21;Tipe1 Biasa 120 Hitam;700000;;;;;
1688;180;Hitam;Tipe1;Biasa;3;2020-06-17;2020-06-24;Tipe1 Biasa 180 Hitam;700000;;;;;
1689;140;Coklat;Tipe1;Biasa;3;2020-06-17;2020-06-24;Tipe1 Biasa 140 Coklat;700000;;;;;
1690;120;Hitam;Tipe3;Biasa;3;2020-06-17;2020-06-24;Tipe3 Biasa 120 Hitam;1200000;;;;;
1691;160;Hitam;Tipe3;Biasa;3;2020-06-17;2020-06-24;Tipe3 Biasa 160 Hitam;1200000;;;;;
1692;120;Hitam;Tipe2;Biasa;3;2020-06-17;2020-06-24;Tipe2 Biasa 120 Hitam;1100000;;;;;
1693;180;Abu-Abu;Tipe2;Laci;3;2020-06-17;2020-06-24;Tipe2 Laci 180 Abu-Abu;1400000;;;;;
1694;180;Hitam;Tipe3;Biasa;3;2020-06-17;2020-06-24;Tipe3 Biasa 180 Hitam;1200000;;;;;
1695;160;Hitam;Tipe4;Laci;3;2020-06-17;2020-06-24;Tipe4 Laci 160 Hitam;1600000;;;;;
1696;180;Pink;Tipe1;Biasa;3;2020-06-17;2020-06-24;Tipe1 Biasa 180 Pink;700000;;;;;
1697;160;Hitam;Tipe1;Biasa;3;2020-06-17;2020-06-24;Tipe1 Biasa 160 Hitam;700000;;;;;
1698;160;Coklat;Tipe4;Biasa;3;2020-06-17;2020-06-24;Tipe4 Biasa 160 Coklat;1300000;;;;;
1699;180;Coklat;Tipe1;Biasa;1;2020-06-19;2020-06-26;Tipe1 Biasa 180 Coklat;700000;;;;;
1700;140;Hitam;Tipe1;Laci;1;2020-06-19;2020-06-26;Tipe1 Laci 140 Hitam;1000000;;;;;
1701;120;Pink;Tipe4;Biasa;1;2020-06-19;2020-06-26;Tipe4 Biasa 120 Pink;1300000;;;;;
1702;160;Hitam;Tipe4;Laci;1;2020-06-19;2020-06-26;Tipe4 Laci 160 Hitam;1600000;;;;;
1703;120;Hitam;Tipe1;Laci;1;2020-06-19;2020-06-26;Tipe1 Laci 120 Hitam;1000000;;;;;
1704;120;Hitam;Tipe1;Biasa;1;2020-06-19;2020-06-26;Tipe1 Biasa 120 Hitam;700000;;;;;
1705;140;Hitam;Tipe1;Biasa;1;2020-06-19;2020-06-26;Tipe1 Biasa 140 Hitam;700000;;;;;
1706;140;Abu-Abu;Tipe1;Biasa;1;2020-06-19;2020-06-26;Tipe1 Biasa 140 Abu-Abu;700000;;;;;
1707;160;Pink;Tipe3;Biasa;1;2020-06-19;2020-06-26;Tipe3 Biasa 160 Pink;1200000;;;;;
1708;160;Hitam;Tipe1;Biasa;1;2020-06-19;2020-06-26;Tipe1 Biasa 160 Hitam;700000;;;;;
1709;160;Hitam;Tipe3;Biasa;1;2020-06-19;2020-06-26;Tipe3 Biasa 160 Hitam;1200000;;;;;
1710;160;Hitam;Tipe4;Biasa;1;2020-06-19;2020-06-26;Tipe4 Biasa 160 Hitam;1300000;;;;;
1711;160;Abu-Abu;Tipe1;Biasa;7;2020-06-21;2020-06-28;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
1712;180;Hitam;Tipe2;Permata;7;2020-06-21;2020-06-28;Tipe2 Permata 180 Hitam;1700000;;;;;
1713;160;Hitam;Tipe1;Biasa;7;2020-06-21;2020-06-28;Tipe1 Biasa 160 Hitam;700000;;;;;
1714;160;Hitam;Tipe3;Biasa;7;2020-06-21;2020-06-28;Tipe3 Biasa 160 Hitam;1200000;;;;;
1715;140;Hitam;Tipe4;Biasa;7;2020-06-21;2020-06-28;Tipe4 Biasa 140 Hitam;1300000;;;;;
1716;180;Hitam;Tipe4;Biasa;7;2020-06-21;2020-06-28;Tipe4 Biasa 180 Hitam;1300000;;;;;
1717;140;Abu-Abu;Tipe1;Biasa;7;2020-06-21;2020-06-28;Tipe1 Biasa 140 Abu-Abu;700000;;;;;
1718;160;Coklat;Tipe2;Biasa;7;2020-06-21;2020-06-28;Tipe2 Biasa 160 Coklat;1100000;;;;;
1719;160;Hitam;Tipe1;Biasa;7;2020-06-21;2020-06-28;Tipe1 Biasa 160 Hitam;700000;;;;;
1720;120;Hitam;Tipe2;Biasa;7;2020-06-21;2020-06-28;Tipe2 Biasa 120 Hitam;1100000;;;;;
1721;160;Coklat;Tipe1;Biasa;7;2020-06-21;2020-06-28;Tipe1 Biasa 160 Coklat;700000;;;;;
1722;180;Hitam;Tipe3;Biasa;7;2020-06-21;2020-06-28;Tipe3 Biasa 180 Hitam;1200000;;;;;
1723;160;Hitam;Tipe4;Biasa;7;2020-06-21;2020-06-28;Tipe4 Biasa 160 Hitam;1300000;;;;;
1724;160;Hitam;Tipe4;Biasa;7;2020-06-21;2020-06-28;Tipe4 Biasa 160 Hitam;1300000;;;;;
1725;120;Abu-Abu;Tipe1;Laci;7;2020-06-21;2020-06-28;Tipe1 Laci 120 Abu-Abu;1000000;;;;;
1726;160;Hitam;Tipe1;Laci;7;2020-06-21;2020-06-28;Tipe1 Laci 160 Hitam;1000000;;;;;
1727;180;Hitam;Tipe1;Biasa;7;2020-06-21;2020-06-28;Tipe1 Biasa 180 Hitam;700000;;;;;
1728;140;Coklat;Tipe4;Biasa;5;2020-06-24;2020-07-01;Tipe4 Biasa 140 Coklat;1300000;;;;;
1729;160;Hitam;Tipe4;Biasa;5;2020-06-24;2020-07-01;Tipe4 Biasa 160 Hitam;1300000;;;;;
1730;180;Merah;Tipe1;Biasa;5;2020-06-24;2020-07-01;Tipe1 Biasa 180 Merah;700000;;;;;
1731;160;Abu-Abu;Tipe1;Biasa;5;2020-06-24;2020-07-01;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
1732;140;Merah;Tipe2;Laci;5;2020-06-24;2020-07-01;Tipe2 Laci 140 Merah;1400000;;;;;
1733;140;Abu-Abu;Tipe2;Biasa;5;2020-06-24;2020-07-01;Tipe2 Biasa 140 Abu-Abu;1100000;;;;;
1734;160;Abu-Abu;Tipe1;Biasa;5;2020-06-24;2020-07-01;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
1735;120;Coklat;Tipe1;Biasa;5;2020-06-24;2020-07-01;Tipe1 Biasa 120 Coklat;700000;;;;;
1736;140;Hitam;Tipe1;Biasa;6;2020-06-26;2020-07-03;Tipe1 Biasa 140 Hitam;700000;;;;;
1737;180;Hitam;Tipe4;Biasa;6;2020-06-26;2020-07-03;Tipe4 Biasa 180 Hitam;1300000;;;;;
1738;120;Abu-Abu;Tipe2;Biasa;6;2020-06-26;2020-07-03;Tipe2 Biasa 120 Abu-Abu;1100000;;;;;
1739;160;Abu-Abu;Tipe1;Biasa;6;2020-06-26;2020-07-03;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
1740;160;Merah;Tipe1;Biasa;5;2020-06-28;2020-07-05;Tipe1 Biasa 160 Merah;700000;;;;;
1741;180;Hitam;Tipe2;Biasa;5;2020-06-28;2020-07-05;Tipe2 Biasa 180 Hitam;1100000;;;;;
1742;180;Merah;Tipe3;Biasa;5;2020-06-28;2020-07-05;Tipe3 Biasa 180 Merah;1200000;;;;;
1743;120;Abu-Abu;Tipe4;Biasa;5;2020-06-28;2020-07-05;Tipe4 Biasa 120 Abu-Abu;1300000;;;;;
1744;160;Abu-Abu;Tipe2;Laci;5;2020-06-28;2020-07-05;Tipe2 Laci 160 Abu-Abu;1400000;;;;;
1745;180;Merah;Tipe1;Permata;5;2020-06-28;2020-07-05;Tipe1 Permata 180 Merah;1300000;;;;;
1746;140;Hitam;Tipe2;Laci;5;2020-06-28;2020-07-05;Tipe2 Laci 140 Hitam;1400000;;;;;
1747;160;Hitam;Tipe4;Biasa;5;2020-06-28;2020-07-05;Tipe4 Biasa 160 Hitam;1300000;;;;;
1748;160;Coklat;Tipe3;Biasa;5;2020-06-28;2020-07-05;Tipe3 Biasa 160 Coklat;1200000;;;;;
1749;120;Coklat;Tipe3;Biasa;5;2020-06-28;2020-07-05;Tipe3 Biasa 120 Coklat;1200000;;;;;
1750;140;Hitam;Tipe3;Biasa;5;2020-06-28;2020-07-05;Tipe3 Biasa 140 Hitam;1200000;;;;;
1751;160;Abu-Abu;Tipe3;Permata;5;2020-06-28;2020-07-05;Tipe3 Permata 160 Abu-Abu;1800000;;;;;
1752;160;Hitam;Tipe2;Biasa;5;2020-06-28;2020-07-05;Tipe2 Biasa 160 Hitam;1100000;;;;;
1753;160;Hitam;Tipe2;Biasa;5;2020-06-28;2020-07-05;Tipe2 Biasa 160 Hitam;1100000;;;;;
1754;180;Pink;Tipe1;Biasa;5;2020-06-28;2020-07-05;Tipe1 Biasa 180 Pink;700000;;;;;
1755;120;Abu-Abu;Tipe2;Biasa;5;2020-06-28;2020-07-05;Tipe2 Biasa 120 Abu-Abu;1100000;;;;;
1756;120;Coklat;Tipe2;Biasa;6;2020-07-01;2020-07-08;Tipe2 Biasa 120 Coklat;1100000;;;;;
1757;180;Hitam;Tipe2;Biasa;6;2020-07-01;2020-07-08;Tipe2 Biasa 180 Hitam;1100000;;;;;
1758;120;Coklat;Tipe4;Laci;6;2020-07-01;2020-07-08;Tipe4 Laci 120 Coklat;1600000;;;;;
1759;160;Abu-Abu;Tipe1;Biasa;6;2020-07-01;2020-07-08;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
1760;180;Abu-Abu;Tipe1;Permata;6;2020-07-01;2020-07-08;Tipe1 Permata 180 Abu-Abu;1300000;;;;;
1761;160;Merah;Tipe2;Biasa;6;2020-07-01;2020-07-08;Tipe2 Biasa 160 Merah;1100000;;;;;
1762;140;Coklat;Tipe3;Biasa;6;2020-07-01;2020-07-08;Tipe3 Biasa 140 Coklat;1200000;;;;;
1763;160;Hitam;Tipe1;Biasa;6;2020-07-01;2020-07-08;Tipe1 Biasa 160 Hitam;700000;;;;;
1764;140;Coklat;Tipe2;Biasa;6;2020-07-01;2020-07-08;Tipe2 Biasa 140 Coklat;1100000;;;;;
1765;180;Hitam;Tipe4;Biasa;6;2020-07-01;2020-07-08;Tipe4 Biasa 180 Hitam;1300000;;;;;
1766;180;Hitam;Tipe1;Biasa;1;2020-07-03;2020-07-10;Tipe1 Biasa 180 Hitam;700000;;;;;
1767;160;Pink;Tipe1;Laci;1;2020-07-03;2020-07-10;Tipe1 Laci 160 Pink;1000000;;;;;
1768;140;Hitam;Tipe2;Biasa;1;2020-07-03;2020-07-10;Tipe2 Biasa 140 Hitam;1100000;;;;;
1769;160;Merah;Tipe3;Biasa;1;2020-07-03;2020-07-10;Tipe3 Biasa 160 Merah;1200000;;;;;
1770;120;Hitam;Tipe4;Biasa;1;2020-07-03;2020-07-10;Tipe4 Biasa 120 Hitam;1300000;;;;;
1771;160;Coklat;Tipe1;Biasa;1;2020-07-03;2020-07-10;Tipe1 Biasa 160 Coklat;700000;;;;;
1772;160;Hitam;Tipe3;Biasa;1;2020-07-03;2020-07-10;Tipe3 Biasa 160 Hitam;1200000;;;;;
1773;120;Merah;Tipe1;Biasa;1;2020-07-03;2020-07-10;Tipe1 Biasa 120 Merah;700000;;;;;
1774;140;Pink;Tipe1;Biasa;1;2020-07-03;2020-07-10;Tipe1 Biasa 140 Pink;700000;;;;;
1775;140;Coklat;Tipe1;Biasa;1;2020-07-03;2020-07-10;Tipe1 Biasa 140 Coklat;700000;;;;;
1776;140;Merah;Tipe3;Biasa;1;2020-07-03;2020-07-10;Tipe3 Biasa 140 Merah;1200000;;;;;
1777;160;Hitam;Tipe4;Biasa;2;2020-07-05;2020-07-12;Tipe4 Biasa 160 Hitam;1300000;;;;;
1778;160;Pink;Tipe4;Permata;2;2020-07-05;2020-07-12;Tipe4 Permata 160 Pink;1900000;;;;;
1779;160;Hitam;Tipe3;Biasa;2;2020-07-05;2020-07-12;Tipe3 Biasa 160 Hitam;1200000;;;;;
1780;180;Pink;Tipe1;Laci;2;2020-07-05;2020-07-12;Tipe1 Laci 180 Pink;1000000;;;;;
1781;160;Hitam;Tipe1;Permata;2;2020-07-05;2020-07-12;Tipe1 Permata 160 Hitam;1300000;;;;;
1782;120;Hitam;Tipe1;Laci;2;2020-07-05;2020-07-12;Tipe1 Laci 120 Hitam;1000000;;;;;
1783;160;Coklat;Tipe4;Biasa;2;2020-07-05;2020-07-12;Tipe4 Biasa 160 Coklat;1300000;;;;;
1784;120;Pink;Tipe1;Biasa;2;2020-07-05;2020-07-12;Tipe1 Biasa 120 Pink;700000;;;;;
1785;160;Abu-Abu;Tipe4;Biasa;2;2020-07-05;2020-07-12;Tipe4 Biasa 160 Abu-Abu;1300000;;;;;
1786;160;Coklat;Tipe2;Biasa;2;2020-07-05;2020-07-12;Tipe2 Biasa 160 Coklat;1100000;;;;;
1787;160;Hitam;Tipe4;Biasa;2;2020-07-08;2020-07-15;Tipe4 Biasa 160 Hitam;1300000;;;;;
1788;160;Coklat;Tipe2;Biasa;2;2020-07-08;2020-07-15;Tipe2 Biasa 160 Coklat;1100000;;;;;
1789;180;Hitam;Tipe2;Biasa;2;2020-07-08;2020-07-15;Tipe2 Biasa 180 Hitam;1100000;;;;;
1790;160;Abu-Abu;Tipe3;Laci;2;2020-07-08;2020-07-15;Tipe3 Laci 160 Abu-Abu;1500000;;;;;
1791;160;Hitam;Tipe3;Biasa;2;2020-07-08;2020-07-15;Tipe3 Biasa 160 Hitam;1200000;;;;;
1792;160;Hitam;Tipe4;Permata;2;2020-07-08;2020-07-15;Tipe4 Permata 160 Hitam;1900000;;;;;
1793;160;Pink;Tipe3;Biasa;2;2020-07-08;2020-07-15;Tipe3 Biasa 160 Pink;1200000;;;;;
1794;120;Hitam;Tipe1;Laci;2;2020-07-08;2020-07-15;Tipe1 Laci 120 Hitam;1000000;;;;;
1795;140;Coklat;Tipe1;Biasa;2;2020-07-08;2020-07-15;Tipe1 Biasa 140 Coklat;700000;;;;;
1796;160;Hitam;Tipe1;Biasa;2;2020-07-08;2020-07-15;Tipe1 Biasa 160 Hitam;700000;;;;;
1797;140;Hitam;Tipe2;Biasa;2;2020-07-08;2020-07-15;Tipe2 Biasa 140 Hitam;1100000;;;;;
1798;160;Abu-Abu;Tipe1;Biasa;5;2020-07-10;2020-07-17;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
1799;160;Hitam;Tipe1;Biasa;5;2020-07-10;2020-07-17;Tipe1 Biasa 160 Hitam;700000;;;;;
1800;160;Coklat;Tipe3;Biasa;5;2020-07-10;2020-07-17;Tipe3 Biasa 160 Coklat;1200000;;;;;
1801;180;Hitam;Tipe4;Biasa;5;2020-07-10;2020-07-17;Tipe4 Biasa 180 Hitam;1300000;;;;;
1802;160;Merah;Tipe2;Biasa;5;2020-07-10;2020-07-17;Tipe2 Biasa 160 Merah;1100000;;;;;
1803;120;Merah;Tipe1;Permata;5;2020-07-10;2020-07-17;Tipe1 Permata 120 Merah;1300000;;;;;
1804;180;Coklat;Tipe1;Biasa;5;2020-07-10;2020-07-17;Tipe1 Biasa 180 Coklat;700000;;;;;
1805;160;Merah;Tipe1;Biasa;5;2020-07-10;2020-07-17;Tipe1 Biasa 160 Merah;700000;;;;;
1806;120;Pink;Tipe1;Biasa;5;2020-07-10;2020-07-17;Tipe1 Biasa 120 Pink;700000;;;;;
1807;120;Coklat;Tipe2;Biasa;5;2020-07-10;2020-07-17;Tipe2 Biasa 120 Coklat;1100000;;;;;
1808;180;Hitam;Tipe1;Biasa;5;2020-07-10;2020-07-17;Tipe1 Biasa 180 Hitam;700000;;;;;
1809;120;Coklat;Tipe2;Biasa;5;2020-07-10;2020-07-17;Tipe2 Biasa 120 Coklat;1100000;;;;;
1810;140;Abu-Abu;Tipe1;Biasa;3;2020-07-12;2020-07-19;Tipe1 Biasa 140 Abu-Abu;700000;;;;;
1811;160;Pink;Tipe4;Laci;3;2020-07-12;2020-07-19;Tipe4 Laci 160 Pink;1600000;;;;;
1812;160;Hitam;Tipe3;Biasa;3;2020-07-12;2020-07-19;Tipe3 Biasa 160 Hitam;1200000;;;;;
1813;140;Hitam;Tipe2;Biasa;3;2020-07-12;2020-07-19;Tipe2 Biasa 140 Hitam;1100000;;;;;
1814;120;Hitam;Tipe2;Biasa;3;2020-07-12;2020-07-19;Tipe2 Biasa 120 Hitam;1100000;;;;;
1815;160;Hitam;Tipe1;Permata;3;2020-07-12;2020-07-19;Tipe1 Permata 160 Hitam;1300000;;;;;
1816;120;Merah;Tipe1;Biasa;3;2020-07-12;2020-07-19;Tipe1 Biasa 120 Merah;700000;;;;;
1817;120;Merah;Tipe1;Biasa;3;2020-07-12;2020-07-19;Tipe1 Biasa 120 Merah;700000;;;;;
1818;160;Hitam;Tipe1;Biasa;3;2020-07-12;2020-07-19;Tipe1 Biasa 160 Hitam;700000;;;;;
1819;180;Hitam;Tipe2;Laci;3;2020-07-12;2020-07-19;Tipe2 Laci 180 Hitam;1400000;;;;;
1820;160;Merah;Tipe2;Laci;3;2020-07-12;2020-07-19;Tipe2 Laci 160 Merah;1400000;;;;;
1821;120;Abu-Abu;Tipe3;Biasa;3;2020-07-12;2020-07-19;Tipe3 Biasa 120 Abu-Abu;1200000;;;;;
1822;160;Merah;Tipe3;Laci;3;2020-07-12;2020-07-19;Tipe3 Laci 160 Merah;1500000;;;;;
1823;140;Pink;Tipe1;Biasa;3;2020-07-12;2020-07-19;Tipe1 Biasa 140 Pink;700000;;;;;
1824;180;Coklat;Tipe3;Laci;3;2020-07-12;2020-07-19;Tipe3 Laci 180 Coklat;1500000;;;;;
1825;140;Hitam;Tipe1;Biasa;3;2020-07-12;2020-07-19;Tipe1 Biasa 140 Hitam;700000;;;;;
1826;120;Hitam;Tipe1;Biasa;3;2020-07-12;2020-07-19;Tipe1 Biasa 120 Hitam;700000;;;;;
1827;160;Coklat;Tipe1;Laci;3;2020-07-12;2020-07-19;Tipe1 Laci 160 Coklat;1000000;;;;;
1828;140;Hitam;Tipe3;Biasa;3;2020-07-12;2020-07-19;Tipe3 Biasa 140 Hitam;1200000;;;;;
1829;160;Abu-Abu;Tipe2;Permata;3;2020-07-12;2020-07-19;Tipe2 Permata 160 Abu-Abu;1700000;;;;;
1830;160;Coklat;Tipe1;Biasa;1;2020-07-15;2020-07-22;Tipe1 Biasa 160 Coklat;700000;;;;;
1831;120;Hitam;Tipe1;Biasa;1;2020-07-15;2020-07-22;Tipe1 Biasa 120 Hitam;700000;;;;;
1832;160;Hitam;Tipe1;Laci;1;2020-07-15;2020-07-22;Tipe1 Laci 160 Hitam;1000000;;;;;
1833;120;Pink;Tipe2;Biasa;1;2020-07-15;2020-07-22;Tipe2 Biasa 120 Pink;1100000;;;;;
1834;140;Abu-Abu;Tipe4;Biasa;1;2020-07-15;2020-07-22;Tipe4 Biasa 140 Abu-Abu;1300000;;;;;
1835;180;Abu-Abu;Tipe2;Biasa;1;2020-07-15;2020-07-22;Tipe2 Biasa 180 Abu-Abu;1100000;;;;;
1836;160;Coklat;Tipe2;Laci;1;2020-07-15;2020-07-22;Tipe2 Laci 160 Coklat;1400000;;;;;
1837;160;Merah;Tipe1;Biasa;3;2020-07-17;2020-07-24;Tipe1 Biasa 160 Merah;700000;;;;;
1838;160;Abu-Abu;Tipe4;Biasa;3;2020-07-17;2020-07-24;Tipe4 Biasa 160 Abu-Abu;1300000;;;;;
1839;180;Coklat;Tipe2;Laci;3;2020-07-17;2020-07-24;Tipe2 Laci 180 Coklat;1400000;;;;;
1840;160;Coklat;Tipe1;Laci;3;2020-07-17;2020-07-24;Tipe1 Laci 160 Coklat;1000000;;;;;
1841;160;Hitam;Tipe1;Biasa;3;2020-07-17;2020-07-24;Tipe1 Biasa 160 Hitam;700000;;;;;
1842;140;Coklat;Tipe2;Biasa;3;2020-07-17;2020-07-24;Tipe2 Biasa 140 Coklat;1100000;;;;;
1843;160;Abu-Abu;Tipe1;Laci;3;2020-07-17;2020-07-24;Tipe1 Laci 160 Abu-Abu;1000000;;;;;
1844;160;Abu-Abu;Tipe1;Biasa;3;2020-07-17;2020-07-24;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
1845;160;Pink;Tipe4;Laci;3;2020-07-17;2020-07-24;Tipe4 Laci 160 Pink;1600000;;;;;
1846;120;Pink;Tipe3;Biasa;3;2020-07-17;2020-07-24;Tipe3 Biasa 120 Pink;1200000;;;;;
1847;160;Pink;Tipe3;Laci;3;2020-07-19;2020-07-26;Tipe3 Laci 160 Pink;1500000;;;;;
1848;120;Abu-Abu;Tipe3;Biasa;3;2020-07-19;2020-07-26;Tipe3 Biasa 120 Abu-Abu;1200000;;;;;
1849;160;Pink;Tipe1;Biasa;3;2020-07-19;2020-07-26;Tipe1 Biasa 160 Pink;700000;;;;;
1850;160;Merah;Tipe1;Laci;3;2020-07-19;2020-07-26;Tipe1 Laci 160 Merah;1000000;;;;;
1851;160;Coklat;Tipe2;Biasa;3;2020-07-19;2020-07-26;Tipe2 Biasa 160 Coklat;1100000;;;;;
1852;160;Coklat;Tipe1;Biasa;3;2020-07-19;2020-07-26;Tipe1 Biasa 160 Coklat;700000;;;;;
1853;160;Merah;Tipe1;Laci;3;2020-07-19;2020-07-26;Tipe1 Laci 160 Merah;1000000;;;;;
1854;160;Merah;Tipe3;Permata;3;2020-07-19;2020-07-26;Tipe3 Permata 160 Merah;1800000;;;;;
1855;160;Abu-Abu;Tipe1;Biasa;3;2020-07-19;2020-07-26;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
1856;140;Hitam;Tipe3;Permata;3;2020-07-19;2020-07-26;Tipe3 Permata 140 Hitam;1800000;;;;;
1857;160;Hitam;Tipe1;Biasa;3;2020-07-19;2020-07-26;Tipe1 Biasa 160 Hitam;700000;;;;;
1858;180;Abu-Abu;Tipe4;Biasa;3;2020-07-19;2020-07-26;Tipe4 Biasa 180 Abu-Abu;1300000;;;;;
1859;120;Merah;Tipe4;Laci;3;2020-07-19;2020-07-26;Tipe4 Laci 120 Merah;1600000;;;;;
1860;180;Hitam;Tipe1;Biasa;3;2020-07-19;2020-07-26;Tipe1 Biasa 180 Hitam;700000;;;;;
1861;160;Hitam;Tipe3;Biasa;4;2020-07-22;2020-07-29;Tipe3 Biasa 160 Hitam;1200000;;;;;
1862;140;Hitam;Tipe3;Biasa;4;2020-07-22;2020-07-29;Tipe3 Biasa 140 Hitam;1200000;;;;;
1863;160;Abu-Abu;Tipe3;Laci;4;2020-07-22;2020-07-29;Tipe3 Laci 160 Abu-Abu;1500000;;;;;
1864;140;Pink;Tipe1;Biasa;4;2020-07-22;2020-07-29;Tipe1 Biasa 140 Pink;700000;;;;;
1865;120;Hitam;Tipe3;Biasa;4;2020-07-22;2020-07-29;Tipe3 Biasa 120 Hitam;1200000;;;;;
1866;160;Coklat;Tipe2;Biasa;4;2020-07-22;2020-07-29;Tipe2 Biasa 160 Coklat;1100000;;;;;
