Order_ID,Size,Color,Order,Detail_Divan,Buyer_ID,Order_Date,Finish_Date,Price
54,180,Hitam,Tipe3,Biasa,2,11/9/2020,11/16/2020,1100000
55,140,Coklat,Tipe4,Biasa,2,11/9/2020,11/16/2020,1300000
56,140,Hitam,Tipe2,Permata,2,11/9/2020,11/16/2020,1300000
57,160,Abu-Abu,Tipe1,Biasa,1,11/15/2020,11/22/2020,1200000
58,160,Coklat,Tipe1,Biasa,1,11/15/2020,11/22/2020,1200000
59,180,Coklat,Tipe1,Biasa,1,11/15/2020,11/22/2020,1200000
60,160,Hitam,Tipe2,Biasa,1,11/15/2020,11/22/2020,700000
61,180,Hitam,Tipe2,Biasa,1,11/15/2020,11/22/2020,700000
62,180,Hitam,Tipe2,Biasa,1,11/15/2020,11/22/2020,700000
63,140,Coklat,Tipe3,Biasa,1,11/15/2020,11/22/2020,1100000
64,140,Hitam,Tipe3,Biasa,1,11/15/2020,11/22/2020,1100000
65,180,Merah,Tipe3,Biasa,1,11/15/2020,11/22/2020,1100000
66,160,Abu-Abu,Tipe4,Biasa,1,11/15/2020,11/22/2020,1300000
67,140,Coklat,Tipe4,Biasa,1,11/15/2020,11/22/2020,1300000
68,160,Hitam,Tipe4,Biasa,1,11/15/2020,11/22/2020,1300000
69,160,Hitam,Tipe4,Biasa,1,11/15/2020,11/22/2020,1300000
70,120,Hitam,Tipe2,Permata,1,11/15/2020,11/22/2020,1300000
71,120,Abu-Abu,Tipe1,Biasa,2,11/16/2020,11/23/2020,1200000
72,160,Abu-Abu,Tipe1,Biasa,2,11/16/2020,11/23/2020,1200000
73,180,Hitam,Tipe1,Biasa,2,11/16/2020,11/23/2020,1200000
74,160,Abu-Abu,Tipe2,Biasa,2,11/16/2020,11/23/2020,700000
75,160,Abu-Abu,Tipe2,Biasa,2,11/16/2020,11/23/2020,700000
76,160,Coklat,Tipe2,Biasa,2,11/16/2020,11/23/2020,700000
77,120,Hitam,Tipe2,Biasa,2,11/16/2020,11/23/2020,700000
78,160,Hitam,Tipe2,Biasa,2,11/16/2020,11/23/2020,700000
79,160,Coklat,Tipe3,Biasa,2,11/16/2020,11/23/2020,1100000
80,140,Hitam,Tipe3,Biasa,2,11/16/2020,11/23/2020,1100000
81,180,Hitam,Tipe3,Biasa,2,11/16/2020,11/23/2020,1100000
82,120,Coklat,Tipe4,Biasa,2,11/16/2020,11/23/2020,1300000
83,180,Coklat,Tipe2,Permata,2,11/16/2020,11/23/2020,1300000
84,140,Hitam,Tipe2,Permata,2,11/16/2020,11/23/2020,1300000
85,140,Hitam,Tipe1,Biasa,1,11/22/2020,11/29/2020,1200000
86,140,Abu-Abu,Tipe2,Biasa,1,11/22/2020,11/29/2020,700000
87,140,Abu-Abu,Tipe2,Biasa,1,11/22/2020,11/29/2020,700000
88,140,Abu-Abu,Tipe2,Biasa,1,11/22/2020,11/29/2020,700000
89,140,Hitam,Tipe2,Biasa,1,11/22/2020,11/29/2020,700000
90,160,Hitam,Tipe2,Biasa,1,11/22/2020,11/29/2020,700000
91,160,Coklat,Tipe3,Biasa,1,11/22/2020,11/29/2020,1100000
92,160,Abu-Abu,Tipe4,Biasa,1,11/22/2020,11/29/2020,1300000
93,140,Coklat,Tipe4,Biasa,1,11/22/2020,11/29/2020,1300000
94,160,Coklat,Tipe4,Biasa,1,11/22/2020,11/29/2020,1300000
95,160,Coklat,Tipe4,Biasa,1,11/22/2020,11/29/2020,1300000
96,160,Hitam,Tipe4,Biasa,1,11/22/2020,11/29/2020,1300000
97,160,Pink,Tipe4,Biasa,1,11/22/2020,11/29/2020,1300000
98,140,Hitam,Tipe2,Permata,1,11/22/2020,11/29/2020,1300000
99,160,Hitam,Tipe1,Biasa,2,11/23/2020,11/30/2020,1200000
100,160,Abu-Abu,Tipe2,Biasa,2,11/23/2020,11/30/2020,700000
101,160,Abu-Abu,Tipe2,Biasa,2,11/23/2020,11/30/2020,700000
102,160,Hitam,Tipe2,Biasa,2,11/23/2020,11/30/2020,700000
103,140,Merah,Tipe2,Biasa,2,11/23/2020,11/30/2020,700000
104,180,Coklat,Tipe3,Biasa,2,11/23/2020,11/30/2020,1100000
105,120,Hitam,Tipe4,Biasa,2,11/23/2020,11/30/2020,1300000
106,160,Abu-Abu,Tipe3,Laci,2,11/23/2020,11/30/2020,1400000
107,160,Coklat,Tipe1,Permata,2,11/23/2020,11/30/2020,180000
108,120,Merah,Tipe1,Permata,2,11/23/2020,11/30/2020,180000
109,160,Hitam,Tipe2,Permata,2,11/23/2020,11/30/2020,1300000
110,180,Hitam,Tipe2,Permata,2,11/23/2020,11/30/2020,1300000
111,180,Merah,Tipe2,Permata,2,11/23/2020,11/30/2020,1300000
112,180,Hitam,Tipe3,Permata,2,11/23/2020,11/30/2020,1700000
113,180,Merah,Tipe1,Biasa,1,11/29/2020,12/6/2020,1200000
114,140,Pink,Tipe1,Biasa,1,11/29/2020,12/6/2020,1200000
115,160,Pink,Tipe1,Biasa,1,11/29/2020,12/6/2020,1200000
116,140,Coklat,Tipe2,Biasa,1,11/29/2020,12/6/2020,700000
117,160,Hitam,Tipe2,Biasa,1,11/29/2020,12/6/2020,700000
118,160,Hitam,Tipe2,Biasa,1,11/29/2020,12/6/2020,700000
119,160,Hitam,Tipe2,Biasa,1,11/29/2020,12/6/2020,700000
120,180,Hitam,Tipe2,Biasa,1,11/29/2020,12/6/2020,700000
121,180,Hitam,Tipe2,Biasa,1,11/29/2020,12/6/2020,700000
122,140,Hitam,Tipe3,Biasa,1,11/29/2020,12/6/2020,1100000
123,160,Hitam,Tipe3,Biasa,1,11/29/2020,12/6/2020,1100000
124,140,Abu-Abu,Tipe2,Permata,1,11/29/2020,12/6/2020,1300000
125,160,Merah,Tipe2,Permata,1,11/29/2020,12/6/2020,1300000
126,120,Hitam,Tipe3,Permata,1,11/29/2020,12/6/2020,1700000
127,160,Abu-Abu,Tipe1,Biasa,2,11/30/2020,12/7/2020,1200000
128,180,Coklat,Tipe2,Biasa,2,11/30/2020,12/7/2020,700000
129,160,Pink,Tipe2,Biasa,2,11/30/2020,12/7/2020,700000
130,180,Pink,Tipe2,Biasa,2,11/30/2020,12/7/2020,700000
131,160,Coklat,Tipe3,Biasa,2,11/30/2020,12/7/2020,1100000
132,160,Coklat,Tipe3,Biasa,2,11/30/2020,12/7/2020,1100000
133,140,Hitam,Tipe3,Biasa,2,11/30/2020,12/7/2020,1100000
134,160,Hitam,Tipe3,Biasa,2,11/30/2020,12/7/2020,1100000
135,160,Hitam,Tipe3,Biasa,2,11/30/2020,12/7/2020,1100000
136,180,Hitam,Tipe3,Biasa,2,11/30/2020,12/7/2020,1100000
137,160,Merah,Tipe3,Biasa,2,11/30/2020,12/7/2020,1100000
138,160,Coklat,Tipe4,Biasa,2,11/30/2020,12/7/2020,1300000
139,160,Hitam,Tipe3,Laci,2,11/30/2020,12/7/2020,1400000
140,160,Merah,Tipe2,Permata,2,11/30/2020,12/7/2020,1300000
141,120,Hitam,Tipe1,Biasa,1,12/6/2020,12/13/2020,1200000
142,160,Hitam,Tipe1,Biasa,1,12/6/2020,12/13/2020,1200000
143,160,Merah,Tipe1,Biasa,1,12/6/2020,12/13/2020,1200000
144,180,Pink,Tipe1,Biasa,1,12/6/2020,12/13/2020,1200000
145,120,Abu-Abu,Tipe3,Biasa,1,12/6/2020,12/13/2020,1100000
146,160,Abu-Abu,Tipe3,Biasa,1,12/6/2020,12/13/2020,1100000
147,160,Coklat,Tipe3,Biasa,1,12/6/2020,12/13/2020,1100000
148,140,Merah,Tipe3,Biasa,1,12/6/2020,12/13/2020,1100000
149,140,Abu-Abu,Tipe4,Biasa,1,12/6/2020,12/13/2020,1300000
150,140,Hitam,Tipe4,Biasa,1,12/6/2020,12/13/2020,1300000
151,160,Hitam,Tipe4,Biasa,1,12/6/2020,12/13/2020,1300000
152,180,Pink,Tipe4,Biasa,1,12/6/2020,12/13/2020,1300000
153,160,Hitam,Tipe3,Laci,1,12/6/2020,12/13/2020,1400000
154,120,Coklat,Tipe3,Permata,1,12/6/2020,12/13/2020,1700000
155,160,Hitam,Tipe1,Biasa,2,12/7/2020,12/14/2020,1200000
156,160,Abu-Abu,Tipe2,Biasa,2,12/7/2020,12/14/2020,700000
157,160,Hitam,Tipe2,Biasa,2,12/7/2020,12/14/2020,700000
158,160,Hitam,Tipe2,Biasa,2,12/7/2020,12/14/2020,700000
159,160,Coklat,Tipe3,Biasa,2,12/7/2020,12/14/2020,1100000
