order_id;order_date;order_detail/information;order_status;order_deadline
86;19/11/2020;Tipe2 Biasa 140 Abu-Abu;;
87;19/11/2020;Tipe2 Biasa 140 Abu-Abu;;
88;19/11/2020;Tipe2 Biasa 140 Abu-Abu;;
89;22/11/2020;Tipe2 Biasa 140 Hitam;;
90;22/11/2020;Tipe2 Biasa 160 Hitam;;
91;22/11/2020;Tipe3 Biasa 160 Coklat;;
92;22/11/2020;Tipe4 Biasa 160 Abu-Abu;;
93;22/11/2020;Tipe4 Biasa 140 Coklat;;
94;22/11/2020;Tipe4 Biasa 160 Coklat;;
95;22/11/2020;Tipe4 Biasa 160 Coklat;;
96;24/11/2020;Tipe4 Biasa 160 Hitam;;
97;24/11/2020;Tipe4 Biasa 160 Pink;;
98;24/11/2020;Tipe2 Permata 140 Hitam;;
99;24/11/2020;Tipe1 Biasa 160 Hitam;;
100;24/11/2020;Tipe2 Biasa 160 Abu-Abu;;
101;24/11/2020;Tipe2 Biasa 160 Abu-Abu;;
102;24/11/2020;Tipe2 Biasa 160 Hitam;;
103;26/11/2020;Tipe2 Biasa 140 Merah;;
104;26/11/2020;Tipe3 Biasa 180 Coklat;;
105;26/11/2020;Tipe4 Biasa 120 Hitam;;
106;26/11/2020;Tipe3 Laci 160 Abu-Abu;;
107;26/11/2020;Tipe1 Permata 160 Coklat;;
108;26/11/2020;Tipe1 Permata 120 Merah;;
109;26/11/2020;Tipe2 Permata 160 Hitam;;
110;26/11/2020;Tipe2 Permata 180 Hitam;;
111;26/11/2020;Tipe2 Permata 180 Merah;;
112;26/11/2020;Tipe3 Permata 180 Hitam;;
113;26/11/2020;Tipe1 Biasa 180 Merah;;
114;26/11/2020;Tipe1 Biasa 140 Pink;;
115;26/11/2020;Tipe1 Biasa 160 Pink;;
116;26/11/2020;Tipe2 Biasa 140 Coklat;;
117;26/11/2020;Tipe2 Biasa 160 Hitam;;
118;29/11/2020;Tipe2 Biasa 160 Hitam;;
119;29/11/2020;Tipe2 Biasa 160 Hitam;;
120;29/11/2020;Tipe2 Biasa 180 Hitam;;
121;29/11/2020;Tipe2 Biasa 180 Hitam;;
122;29/11/2020;Tipe3 Biasa 140 Hitam;;
123;29/11/2020;Tipe3 Biasa 160 Hitam;;
124;29/11/2020;Tipe2 Permata 140 Abu-Abu;;
125;29/11/2020;Tipe2 Permata 160 Merah;;
126;29/11/2020;Tipe3 Permata 120 Hitam;;
127;29/11/2020;Tipe1 Biasa 160 Abu-Abu;;
128;01/12/2020;Tipe2 Biasa 180 Coklat;;
129;01/12/2020;Tipe2 Biasa 160 Pink;;
130;01/12/2020;Tipe2 Biasa 180 Pink;;
131;01/12/2020;Tipe3 Biasa 160 Coklat;;
132;01/12/2020;Tipe3 Biasa 160 Coklat;;
133;01/12/2020;Tipe3 Biasa 140 Hitam;;
134;01/12/2020;Tipe3 Biasa 160 Hitam;;
135;01/12/2020;Tipe3 Biasa 160 Hitam;;
136;01/12/2020;Tipe3 Biasa 180 Hitam;;
137;01/12/2020;Tipe3 Biasa 160 Merah;;
138;01/12/2020;Tipe4 Biasa 160 Coklat;;
139;01/12/2020;Tipe3 Laci 160 Hitam;;
140;01/12/2020;Tipe2 Permata 160 Merah;;
141;01/12/2020;Tipe1 Biasa 120 Hitam;;
142;03/12/2020;Tipe1 Biasa 160 Hitam;;
143;03/12/2020;Tipe1 Biasa 160 Merah;;
144;03/12/2020;Tipe1 Biasa 180 Pink;;
145;03/12/2020;Tipe3 Biasa 120 Abu-Abu;;
146;03/12/2020;Tipe3 Biasa 160 Abu-Abu;;
147;03/12/2020;Tipe3 Biasa 160 Coklat;;
148;03/12/2020;Tipe3 Biasa 140 Merah;;
149;03/12/2020;Tipe4 Biasa 140 Abu-Abu;;
150;03/12/2020;Tipe4 Biasa 140 Hitam;;
151;06/12/2020;Tipe4 Biasa 160 Hitam;;
152;06/12/2020;Tipe4 Biasa 180 Pink;;
153;06/12/2020;Tipe3 Laci 160 Hitam;;
154;06/12/2020;Tipe3 Permata 120 Coklat;;
155;06/12/2020;Tipe1 Biasa 160 Hitam;;
156;06/12/2020;Tipe2 Biasa 160 Abu-Abu;;
157;06/12/2020;Tipe2 Biasa 160 Hitam;;
158;06/12/2020;Tipe2 Biasa 160 Hitam;;
159;06/12/2020;Tipe3 Biasa 160 Coklat;;
160;06/12/2020;Tipe3 Biasa 160 Coklat;;
161;06/12/2020;Tipe3 Biasa 160 Hitam;;
162;06/12/2020;Tipe3 Biasa 160 Hitam;;
163;08/12/2020;Tipe4 Biasa 120 Hitam;;
164;08/12/2020;Tipe4 Biasa 160 Hitam;;
165;08/12/2020;Tipe4 Biasa 140 Merah;;
166;08/12/2020;Tipe4 Biasa 160 Pink;;
167;08/12/2020;Tipe1 Laci 160 Hitam;;
168;08/12/2020;Tipe2 Permata 160 Abu-Abu;;
169;08/12/2020;Tipe1 Biasa 160 Abu-Abu;;
170;08/12/2020;Tipe1 Biasa 160 Coklat;;
171;08/12/2020;Tipe2 Biasa 160 Abu-Abu;;
172;08/12/2020;Tipe2 Biasa 160 Coklat;;
173;08/12/2020;Tipe2 Biasa 140 Hitam;;
174;10/12/2020;Tipe3 Biasa 160 Abu-Abu;;
175;10/12/2020;Tipe3 Biasa 160 Abu-Abu;;
176;10/12/2020;Tipe3 Biasa 180 Abu-Abu;;
177;10/12/2020;Tipe4 Biasa 140 Hitam;;
178;10/12/2020;Tipe4 Biasa 160 Hitam;;
179;10/12/2020;Tipe4 Biasa 140 Merah;;
180;10/12/2020;Tipe4 Biasa 140 Merah;;
181;10/12/2020;Tipe1 Laci 160 Hitam;;
182;10/12/2020;Tipe2 Laci 140 Abu-Abu;;
183;10/12/2020;Tipe1 Biasa 180 Abu-Abu;;
184;10/12/2020;Tipe1 Biasa 160 Coklat;;
185;10/12/2020;Tipe1 Biasa 140 Pink;;
186;10/12/2020;Tipe1 Biasa 180 Pink;;
187;13/12/2020;Tipe2 Biasa 160 Hitam;;
188;13/12/2020;Tipe2 Biasa 120 Pink;;
189;13/12/2020;Tipe3 Biasa 180 Coklat;;
190;13/12/2020;Tipe3 Biasa 160 Hitam;;
191;13/12/2020;Tipe3 Biasa 160 Hitam;;
192;13/12/2020;Tipe4 Biasa 180 Hitam;;
193;13/12/2020;Tipe2 Laci 160 Pink;;
194;13/12/2020;Tipe3 Laci 180 Abu-Abu;;
195;13/12/2020;Tipe3 Laci 140 Hitam;;
196;13/12/2020;Tipe2 Permata 140 Coklat;;
197;13/12/2020;Tipe1 Biasa 160 Coklat;;
198;13/12/2020;Tipe1 Biasa 160 Coklat;;
199;15/12/2020;Tipe1 Biasa 160 Hitam;;
200;15/12/2020;Tipe2 Biasa 140 Abu-Abu;;
201;15/12/2020;Tipe2 Biasa 160 Hitam;;
202;15/12/2020;Tipe2 Biasa 160 Pink;;
203;15/12/2020;Tipe3 Biasa 160 Coklat;;
204;15/12/2020;Tipe3 Biasa 160 Coklat;;
205;15/12/2020;Tipe3 Biasa 160 Coklat;;
206;15/12/2020;Tipe3 Biasa 180 Hitam;;
207;17/12/2020;Tipe4 Biasa 160 Hitam;;
208;17/12/2020;Tipe3 Laci 160 Hitam;;
209;17/12/2020;Tipe2 Permata 160 Coklat;;
210;17/12/2020;Tipe3 Permata 160 Hitam;;
211;17/12/2020;Tipe1 Biasa 140 Abu-Abu;;
212;17/12/2020;Tipe1 Biasa 140 Abu-Abu;;
213;17/12/2020;Tipe1 Biasa 160 Abu-Abu;;
214;17/12/2020;Tipe1 Biasa 140 Coklat;;
215;17/12/2020;Tipe1 Biasa 140 Hitam;;
216;17/12/2020;Tipe2 Biasa 140 Abu-Abu;;
217;17/12/2020;Tipe2 Biasa 160 Coklat;;
218;17/12/2020;Tipe2 Biasa 160 Coklat;;
219;17/12/2020;Tipe2 Biasa 160 Coklat;;
220;17/12/2020;Tipe2 Biasa 160 Hitam;;
221;17/12/2020;Tipe3 Biasa 160 Hitam;;
222;20/12/2020;Tipe4 Laci 180 Hitam;;
223;20/12/2020;Tipe1 Permata 160 Abu-Abu;;
224;20/12/2020;Tipe3 Permata 140 Coklat;;
225;20/12/2020;Tipe1 Biasa 120 Hitam;;
226;20/12/2020;Tipe1 Biasa 160 Hitam;;
227;20/12/2020;Tipe1 Biasa 120 Merah;;
228;20/12/2020;Tipe2 Biasa 160 Abu-Abu;;
229;20/12/2020;Tipe2 Biasa 180 Coklat;;
230;20/12/2020;Tipe2 Biasa 140 Hitam;;
231;22/12/2020;Tipe2 Biasa 160 Hitam;;
232;22/12/2020;Tipe2 Biasa 120 Merah;;
233;22/12/2020;Tipe3 Biasa 160 Abu-Abu;;
234;22/12/2020;Tipe3 Biasa 120 Hitam;;
235;22/12/2020;Tipe4 Biasa 160 Merah;;
236;22/12/2020;Tipe4 Biasa 180 Pink;;
237;22/12/2020;Tipe2 Laci 140 Abu-Abu;;
238;22/12/2020;Tipe4 Laci 160 Pink;;
239;22/12/2020;Tipe1 Biasa 120 Merah;;
240;22/12/2020;Tipe2 Biasa 120 Abu-Abu;;
241;22/12/2020;Tipe2 Biasa 160 Hitam;;
242;24/12/2020;Tipe3 Biasa 160 Abu-Abu;;
243;24/12/2020;Tipe3 Biasa 160 Coklat;;
244;24/12/2020;Tipe3 Biasa 160 Hitam;;
245;24/12/2020;Tipe3 Biasa 160 Hitam;;
246;24/12/2020;Tipe4 Biasa 120 Hitam;;
247;24/12/2020;Tipe4 Biasa 140 Hitam;;
248;24/12/2020;Tipe4 Biasa 180 Hitam;;
249;24/12/2020;Tipe4 Biasa 160 Pink;;
250;24/12/2020;Tipe3 Laci 160 Abu-Abu;;
251;24/12/2020;Tipe1 Permata 140 Hitam;;
252;24/12/2020;Tipe3 Permata 160 Abu-Abu;;
253;24/12/2020;Tipe1 Biasa 160 Abu-Abu;;
254;27/12/2020;Tipe1 Biasa 160 Abu-Abu;;
255;27/12/2020;Tipe1 Biasa 160 Hitam;;
256;27/12/2020;Tipe2 Biasa 120 Coklat;;
257;27/12/2020;Tipe2 Biasa 180 Coklat;;
258;27/12/2020;Tipe2 Biasa 160 Hitam;;
259;27/12/2020;Tipe3 Biasa 160 Coklat;;
260;27/12/2020;Tipe3 Biasa 180 Coklat;;
261;27/12/2020;Tipe3 Biasa 160 Hitam;;
262;27/12/2020;Tipe3 Biasa 160 Pink;;
263;27/12/2020;Tipe3 Biasa 180 Pink;;
264;27/12/2020;Tipe4 Biasa 180 Hitam;;
265;27/12/2020;Tipe4 Biasa 180 Hitam;;
266;27/12/2020;Tipe2 Laci 120 Coklat;;
267;29/12/2020;Tipe1 Biasa 140 Coklat;;
268;29/12/2020;Tipe1 Biasa 160 Hitam;;
269;29/12/2020;Tipe1 Biasa 160 Merah;;
270;29/12/2020;Tipe2 Biasa 180 Hitam;;
271;29/12/2020;Tipe3 Biasa 140 Coklat;;
272;29/12/2020;Tipe3 Biasa 140 Hitam;;
273;29/12/2020;Tipe3 Biasa 160 Hitam;;
274;29/12/2020;Tipe3 Biasa 160 Hitam;;
275;29/12/2020;Tipe4 Biasa 120 Coklat;;
276;31/12/2020;Tipe4 Biasa 160 Pink;;
277;31/12/2020;Tipe2 Permata 140 Hitam;;
278;31/12/2020;Tipe2 Permata 180 Hitam;;
279;31/12/2020;Tipe3 Permata 160 Coklat;;
280;31/12/2020;Tipe3 Permata 180 Hitam;;
281;31/12/2020;Tipe2 Biasa 140 Abu-Abu;;
282;31/12/2020;Tipe2 Biasa 160 Coklat;;
283;31/12/2020;Tipe2 Biasa 160 Hitam;;
284;31/12/2020;Tipe3 Biasa 140 Coklat;;
285;31/12/2020;Tipe3 Biasa 160 Hitam;;
286;31/12/2020;Tipe4 Biasa 160 Hitam;;
287;31/12/2020;Tipe4 Biasa 140 Merah;;
288;31/12/2020;Tipe4 Laci 160 Hitam;;
289;31/12/2020;Tipe1 Biasa 160 Hitam;;
290;31/12/2020;Tipe1 Biasa 180 Hitam;;
291;03/01/2021;Tipe2 Biasa 140 Merah;;
292;03/01/2021;Tipe3 Biasa 140 Hitam;;
293;03/01/2021;Tipe4 Biasa 160 Coklat;;
294;03/01/2021;Tipe1 Laci 160 Hitam;;
295;03/01/2021;Tipe3 Laci 160 Hitam;;
296;03/01/2021;Tipe2 Permata 120 Abu-Abu;;
297;03/01/2021;Tipe2 Biasa 180 Abu-Abu;;
298;03/01/2021;Tipe2 Biasa 140 Coklat;;
299;03/01/2021;Tipe2 Biasa 140 Hitam;;
300;03/01/2021;Tipe2 Biasa 140 Merah;;
301;05/01/2021;Tipe2 Biasa 160 Pink;;
302;05/01/2021;Tipe3 Biasa 140 Abu-Abu;;
303;05/01/2021;Tipe3 Biasa 160 Coklat;;
304;05/01/2021;Tipe3 Biasa 140 Hitam;;
305;05/01/2021;Tipe3 Biasa 180 Hitam;;
306;05/01/2021;Tipe3 Biasa 160 Merah;;
307;05/01/2021;Tipe4 Biasa 160 Hitam;;
308;05/01/2021;Tipe3 Permata 180 Coklat;;
309;05/01/2021;Tipe3 Permata 160 Hitam;;
310;05/01/2021;Tipe4 Permata 180 Hitam;;
311;05/01/2021;Tipe1 Biasa 140 Abu-Abu;;
312;05/01/2021;Tipe1 Biasa 160 Abu-Abu;;
313;05/01/2021;Tipe2 Biasa 140 Coklat;;
314;07/01/2021;Tipe2 Biasa 160 Coklat;;
315;07/01/2021;Tipe2 Biasa 160 Coklat;;
316;07/01/2021;Tipe2 Biasa 180 Coklat;;
317;07/01/2021;Tipe2 Biasa 120 Hitam;;
318;07/01/2021;Tipe2 Biasa 160 Pink;;
319;07/01/2021;Tipe2 Biasa 160 Pink;;
320;07/01/2021;Tipe3 Biasa 160 Abu-Abu;;
321;07/01/2021;Tipe3 Biasa 180 Abu-Abu;;
322;07/01/2021;Tipe3 Biasa 140 Hitam;;
323;07/01/2021;Tipe4 Biasa 180 Coklat;;
324;07/01/2021;Tipe4 Permata 160 Hitam;;
325;07/01/2021;Tipe1 Biasa 160 Abu-Abu;;
326;07/01/2021;Tipe1 Biasa 120 Coklat;;
327;07/01/2021;Tipe1 Biasa 160 Hitam;;
328;07/01/2021;Tipe2 Biasa 180 Hitam;;
329;07/01/2021;Tipe3 Biasa 180 Abu-Abu;;
330;07/01/2021;Tipe3 Biasa 140 Coklat;;
331;10/01/2021;Tipe3 Biasa 160 Coklat;;
332;10/01/2021;Tipe3 Biasa 160 Hitam;;
333;10/01/2021;Tipe3 Biasa 180 Hitam;;
334;10/01/2021;Tipe4 Biasa 140 Hitam;;
335;10/01/2021;Tipe4 Biasa 140 Hitam;;
336;12/01/2021;Tipe1 Permata 160 Hitam;;
337;12/01/2021;Tipe2 Permata 160 Hitam;;
338;12/01/2021;Tipe2 Permata 180 Hitam;;
339;12/01/2021;Tipe1 Biasa 160 Coklat;;
340;12/01/2021;Tipe1 Biasa 160 Hitam;;
341;12/01/2021;Tipe1 Biasa 180 Hitam;;
342;12/01/2021;Tipe2 Biasa 120 Hitam;;
343;12/01/2021;Tipe2 Biasa 160 Pink;;
344;12/01/2021;Tipe3 Biasa 120 Abu-Abu;;
345;12/01/2021;Tipe3 Biasa 180 Abu-Abu;;
346;14/01/2021;Tipe3 Biasa 160 Hitam;;
347;14/01/2021;Tipe3 Biasa 160 Pink;;
348;14/01/2021;Tipe4 Biasa 120 Pink;;
349;14/01/2021;Tipe1 Laci 140 Abu-Abu;;
350;14/01/2021;Tipe2 Laci 160 Hitam;;
351;14/01/2021;Tipe2 Permata 120 Abu-Abu;;
352;14/01/2021;Tipe3 Permata 160 Coklat;;
353;14/01/2021;Tipe1 Biasa 180 Abu-Abu;;
354;14/01/2021;Tipe1 Biasa 180 Coklat;;
355;14/01/2021;Tipe1 Biasa 160 Hitam;;
356;14/01/2021;Tipe2 Biasa 180 Hitam;;
357;14/01/2021;Tipe2 Biasa 180 Pink;;
358;14/01/2021;Tipe3 Biasa 160 Hitam;;
359;14/01/2021;Tipe3 Biasa 180 Hitam;;
360;14/01/2021;Tipe4 Biasa 180 Abu-Abu;;
361;14/01/2021;Tipe4 Biasa 160 Coklat;;
362;14/01/2021;Tipe4 Biasa 160 Pink;;
363;14/01/2021;Tipe2 Permata 140 Coklat;;
364;14/01/2021;Tipe4 Permata 160 Hitam;;
365;14/01/2021;Tipe1 Biasa 160 Abu-Abu;;
366;14/01/2021;Tipe1 Biasa 160 Coklat;;
367;14/01/2021;Tipe2 Biasa 120 Abu-Abu;;
368;17/01/2021;Tipe2 Biasa 140 Hitam;;
369;17/01/2021;Tipe2 Biasa 160 Hitam;;
370;17/01/2021;Tipe2 Biasa 160 Hitam;;
371;17/01/2021;Tipe2 Biasa 180 Merah;;
372;17/01/2021;Tipe2 Biasa 120 Pink;;
373;17/01/2021;Tipe3 Biasa 160 Coklat;;
374;17/01/2021;Tipe3 Biasa 180 Hitam;;
375;17/01/2021;Tipe4 Biasa 160 Abu-Abu;;
376;17/01/2021;Tipe1 Laci 140 Hitam;;
377;17/01/2021;Tipe2 Laci 120 Coklat;;
378;17/01/2021;Tipe4 Laci 160 Coklat;;
379;17/01/2021;Tipe1 Biasa 180 Abu-Abu;;
380;19/01/2021;Tipe1 Biasa 140 Coklat;;
381;19/01/2021;Tipe1 Biasa 160 Hitam;;
382;19/01/2021;Tipe2 Biasa 180 Abu-Abu;;
383;19/01/2021;Tipe2 Biasa 160 Coklat;;
384;19/01/2021;Tipe2 Biasa 140 Hitam;;
385;19/01/2021;Tipe3 Biasa 120 Abu-Abu;;
386;19/01/2021;Tipe3 Biasa 140 Abu-Abu;;
387;19/01/2021;Tipe3 Biasa 180 Coklat;;
388;19/01/2021;Tipe4 Biasa 140 Coklat;;
